x "u(x, 1.55)"
# Parameters{boundary_condition_0=1.000000;boundary_condition_1=-1.000000;diffusivity=1.000000;space_max=15.707963;space_points=100;time_max=5.000000;time_points=1001;};
# time=1.550000;time_point=310;
# space;temperature;
0.000000000000000000000 1.000000000000000000000
0.158666295635848140000 0.911597155639085390000
0.317332591271696270000 0.823629941063631520000
0.475998886907544380000 0.736537169166330270000
0.634665182543392550000 0.650763604785548290000
0.793331478179240770000 0.566761928556359760000
0.951997773815088770000 0.484993550843185630000
1.110664069450936900000 0.405927996306383650000
1.269330365086785100000 0.330040661224329400000
1.427996660722633300000 0.257808838895454470000
1.586662956358481500000 0.189706008260835390000
1.745329251994329500000 0.126194482029830940000
1.903995547630177500000 0.067716607812482607000
2.062661843266025800000 0.014684804150355056000
2.221328138901873700000 -0.032529211427212254000
2.379994434537722200000 -0.073605586627859529000
2.538660730173570200000 -0.108287435872418820000
2.697327025809418200000 -0.136391405410117790000
2.855993321445266600000 -0.157817231093184130000
3.014659617081114600000 -0.172555841123993140000
3.173325912716963100000 -0.180695598559624390000
3.331992208352811100000 -0.182426337739030280000
3.490658503988659100000 -0.178040922191505770000
3.649324799624507500000 -0.167934135651518210000
3.807991095260355100000 -0.152598808942903920000
3.966657390896203100000 -0.132619180018945960000
4.125323686532051500000 -0.108661578743345130000
4.283989982167899900000 -0.081462618673249554000
4.442656277803747500000 -0.051815162086808579000
4.601322573439595900000 -0.020552399120575975000
4.759988869075444400000 0.011469555051022233000
4.918655164711291900000 0.043390091250172520000
5.077321460347140400000 0.074363076433572983000
5.235987755982987900000 0.103575853590219630000
5.394654051618836400000 0.130267757164203440000
5.553320347254683900000 0.153747639977811160000
5.711986642890533300000 0.173409932293133120000
5.870652938526380800000 0.188748791753090030000
6.029319234162229300000 0.199369953155668080000
6.187985529798076800000 0.204999947741038000000
6.346651825433926100000 0.205492431095314930000
6.505318121069773700000 0.200831434914661040000
6.663984416705622100000 0.191131438629410870000
6.822650712341469700000 0.176634240092261310000
6.981317007977318100000 0.157702688000994430000
7.139983303613165700000 0.134811420297944410000
7.298649599249015000000 0.108534830385241590000
7.457315894884862600000 0.079532554658110433000
7.615982190520710100000 0.048532838793544281000
7.774648486156558600000 0.016314194847089986000
7.933314781792406100000 -0.016314194847089705000
8.091981077428254600000 -0.048532838793544003000
8.250647373064103000000 -0.079532554658110155000
8.409313668699951400000 -0.108534830385241340000
8.567979964335799900000 -0.134811420297944180000
8.726646259971648300000 -0.157702688000994240000
8.885312555607495000000 -0.176634240092261140000
9.043978851243343400000 -0.191131438629410700000
9.202645146879191900000 -0.200831434914660880000
9.361311442515040300000 -0.205492431095314790000
9.519977738150888800000 -0.204999947741037860000
9.678644033786737200000 -0.199369953155667990000
9.837310329422583900000 -0.188748791753090010000
9.995976625058432300000 -0.173409932293133120000
10.154642920694281000000 -0.153747639977811210000
10.313309216330129000000 -0.130267757164203550000
10.471975511965976000000 -0.103575853590219790000
10.630641807601824000000 -0.074363076433573150000
10.789308103237673000000 -0.043390091250172694000
10.947974398873523000000 -0.011469555051022418000
11.106640694509368000000 0.020552399120575778000
11.265306990145218000000 0.051815162086808364000
11.423973285781067000000 0.081462618673249332000
11.582639581416915000000 0.108661578743344880000
11.741305877052762000000 0.132619180018945740000
11.899972172688610000000 0.152598808942903700000
12.058638468324459000000 0.167934135651518020000
12.217304763960307000000 0.178040922191505610000
12.375971059596154000000 0.182426337739030110000
12.534637355232002000000 0.180695598559624250000
12.693303650867852000000 0.172555841123993030000
12.851969946503697000000 0.157817231093184050000
13.010636242139547000000 0.136391405410117740000
13.169302537775396000000 0.108287435872418820000
13.327968833411244000000 0.073605586627859529000
13.486635129047091000000 0.032529211427212275000
13.645301424682939000000 -0.014684804150355030000
13.803967720318788000000 -0.067716607812482593000
13.962634015954636000000 -0.126194482029830970000
14.121300311590483000000 -0.189706008260835390000
14.279966607226331000000 -0.257808838895454530000
14.438632902862182000000 -0.330040661224329400000
14.597299198498030000000 -0.405927996306383650000
14.755965494133877000000 -0.484993550843185630000
14.914631789769725000000 -0.566761928556359760000
15.073298085405574000000 -0.650763604785548290000
15.231964381041420000000 -0.736537169166330500000
15.390630676677269000000 -0.823629941063631630000
15.549296972313117000000 -0.911597155639085610000
15.707963267948966000000 -1.000000000000000000000
