x "u(x, 2.55)"
# Parameters{boundary_condition_0=1.000000;boundary_condition_1=-1.000000;diffusivity=1.000000;space_max=15.707963;space_points=100;time_max=5.000000;time_points=1001;};
# time=2.550000;time_point=510;
# space;temperature;
0.000000000000000000000 1.000000000000000000000
0.158666295635848140000 0.929076582799544860000
0.317332591271696270000 0.858541864123642200000
0.475998886907544380000 0.788781496024898440000
0.634665182543392550000 0.720175017128699580000
0.793331478179240770000 0.653092747556264670000
0.951997773815088770000 0.587892633627969290000
1.110664069450936900000 0.524917038192211800000
1.269330365086785100000 0.464489482350578080000
1.427996660722633300000 0.406911355728098280000
1.586662956358481500000 0.352458624654828520000
1.745329251994329500000 0.301378580013956510000
1.903995547630177500000 0.253886678381014970000
2.062661843266025800000 0.210163540746476530000
2.221328138901873700000 0.170352181938690810000
2.379994434537722200000 0.134555550274933820000
2.538660730173570200000 0.102834460491154970000
2.697327025809418200000 0.075206003280196415000
2.855993321445266600000 0.051642511583003918000
3.014659617081114600000 0.032071157051905719000
3.173325912716963100000 0.016374239912641208000
3.331992208352811100000 0.004390222012210893800
3.490658503988659100000 -0.004084463489560614300
3.649324799624507500000 -0.009292811064194798600
3.807991095260355100000 -0.011513856233204271000
3.966657390896203100000 -0.011058531013058948000
4.125323686532051500000 -0.008264811080813755400
4.283989982167899900000 -0.003492226173311617800
4.442656277803747500000 0.002884174026717281400
4.601322573439595900000 0.010480287329846400000
4.759988869075444400000 0.018909732163397121000
4.918655164711291900000 0.027790785365649027000
5.077321460347140400000 0.036753333849032073000
5.235987755982987900000 0.045445683517146979000
5.394654051618836400000 0.053541067247896930000
5.553320347254683900000 0.060743696556402424000
5.711986642890533300000 0.066794208723814835000
5.870652938526380800000 0.071474372583833518000
6.029319234162229300000 0.074610931530321334000
6.187985529798076800000 0.076078481259279615000
6.346651825433926100000 0.075801301791418821000
6.505318121069773700000 0.073754087850603500000
6.663984416705622100000 0.069961548037722476000
6.822650712341469700000 0.064496870724241220000
6.981317007977318100000 0.057479082447119606000
7.139983303613165700000 0.049069352057868984000
7.298649599249015000000 0.039466320214430688000
7.457315894884862600000 0.028900558287594046000
7.615982190520710100000 0.017628282717100700000
7.774648486156558600000 0.005924469698824163400
7.933314781792406100000 -0.005924469698824042000
8.091981077428254600000 -0.017628282717100579000
8.250647373064103000000 -0.028900558287593931000
8.409313668699951400000 -0.039466320214430584000
8.567979964335799900000 -0.049069352057868880000
8.726646259971648300000 -0.057479082447119502000
8.885312555607495000000 -0.064496870724241123000
9.043978851243343400000 -0.069961548037722407000
9.202645146879191900000 -0.073754087850603431000
9.361311442515040300000 -0.075801301791418765000
9.519977738150888800000 -0.076078481259279560000
9.678644033786737200000 -0.074610931530321278000
9.837310329422583900000 -0.071474372583833518000
9.995976625058432300000 -0.066794208723814849000
10.154642920694281000000 -0.060743696556402452000
10.313309216330129000000 -0.053541067247896951000
10.471975511965976000000 -0.045445683517147013000
10.630641807601824000000 -0.036753333849032101000
10.789308103237673000000 -0.027790785365649062000
10.947974398873523000000 -0.018909732163397159000
11.106640694509368000000 -0.010480287329846445000
11.265306990145218000000 -0.002884174026717335100
11.423973285781067000000 0.003492226173311558400
11.582639581416915000000 0.008264811080813689500
11.741305877052762000000 0.011058531013058879000
11.899972172688610000000 0.011513856233204198000
12.058638468324459000000 0.009292811064194727400
12.217304763960307000000 0.004084463489560543100
12.375971059596154000000 -0.004390222012210965800
12.534637355232002000000 -0.016374239912641281000
12.693303650867852000000 -0.032071157051905788000
12.851969946503697000000 -0.051642511583003994000
13.010636242139547000000 -0.075206003280196498000
13.169302537775396000000 -0.102834460491155090000
13.327968833411244000000 -0.134555550274933960000
13.486635129047091000000 -0.170352181938690920000
13.645301424682939000000 -0.210163540746476700000
13.803967720318788000000 -0.253886678381015200000
13.962634015954636000000 -0.301378580013956790000
14.121300311590483000000 -0.352458624654828800000
14.279966607226331000000 -0.406911355728098500000
14.438632902862182000000 -0.464489482350578190000
14.597299198498030000000 -0.524917038192212030000
14.755965494133877000000 -0.587892633627969400000
14.914631789769725000000 -0.653092747556264900000
15.073298085405574000000 -0.720175017128699580000
15.231964381041420000000 -0.788781496024898440000
15.390630676677269000000 -0.858541864123642080000
15.549296972313117000000 -0.929076582799544860000
15.707963267948966000000 -1.000000000000000000000
